tweet,label
banyak kak aku gatau awalnya kenapa tapi dia sering ngerendahin anak mandiri ngerendahin kampus juga terus dia juga pernah ngelecehin orang di twt,1
sebenernya bukan cuma masalah keuangan konsumen tapi gimana kita pandai-pandai beli barang ketimbang beli peracian overprice mending beli aci di abang-abang sama-sama aci tapi dengan kita beli mereka dan gak beli yang overprice kita bisa bantu mereka untuk hidup lebih lama,0
gabisa bayangin karna gue yg punya dari 2020 aja udh stres apalagi beban aplikasi yg dipake buat kuliah tuh gede2. akhirnya taun ini beli lagi,0
Kamu kayak tugas kuliah bikin stres tapi nggak bisa ditinggalin.,1
rektor tahun lalu korupsi semar night festival 2023 gagal feb nginjek leher anak fp pas porsema yang terbaru banyak mhs kehilangan helm &amp; motor dan gak ada tindakan dari pihak kampus,0
kalau aku ga kuliah pasti ga stres kaya gini kak gaada namanya ngelaprak sampe jam 4 pagi,1
fik gedungnya bagus dosennya baik puollll banyak cowok ganteng jd kl stres kuliah at least masi bisa menikmati pemandangan itu semua. apalagi liat pemandangan pagi² di kaca fik lantai 5,1
Bisa gak TL gue jangan lewat masalah SM muak nying udh tau SM babi gitu mndng langsung protes dan spam email syarat suka artis SM tuh jangan berharap apa² ke agensi karena mereka tai ke artisnya apalagi non korea,0
ini kalo kampusnya kampus ultramen gue ijin d.o dah banyak amat kasusnya anjir,0
Jadi ya aku bersyukur dulu kuliah HI walaupun tahun pertama rada stres karena harus belajar semua berbau IPS yang dulu aku sebel karena stereotipnya Tapi hari ini menyadari kalau apa yang dipelajari dari HI sangat insightful &amp; fruitful broadening the perspective ️,0
Gw berterima kasih banyak kepada lemari yg di kamar gw yg udh gw pukulin sampe pecah pas lgi stres kuliah. Tanpa lu kyknya gw dah mukul tembok,0
gasabar buat kuliah dan mengalami stres kuliah itu,0
Kmrn ngobrol2 sama temen kuliah lg catch up kehidupan Dri ngomongin kosan di jkt ke dunia kerja lanjut kuliah tiba2 pengen jd istri org aja nyari suger dedy atau nyari suami bule biar pindah negara Jgn main2 sm kehaluan org yg udh stres bekerja,0
